location,date,vaccine,total_vaccinations
France,09-06-21,Oxford/AstraZeneca,5659362
France,09-06-21,Pfizer/BioNTech,32605753
France,10-06-21,Johnson&Johnson,424588
France,10-06-21,Moderna,3916679
France,10-06-21,Oxford/AstraZeneca,5729270
France,10-06-21,Pfizer/BioNTech,33145841
France,11-06-21,Johnson&Johnson,441386
France,11-06-21,Moderna,3996936
France,11-06-21,Oxford/AstraZeneca,5828325
France,11-06-21,Pfizer/BioNTech,33690296
France,12-06-21,Johnson&Johnson,448719
France,12-06-21,Moderna,4047146
France,12-06-21,Oxford/AstraZeneca,5870177
France,12-06-21,Pfizer/BioNTech,34083334
France,13-06-21,Johnson&Johnson,449569
France,13-06-21,Moderna,4059562
France,13-06-21,Oxford/AstraZeneca,5874153
France,13-06-21,Pfizer/BioNTech,34243818
France,14-06-21,Johnson&Johnson,456063
France,14-06-21,Moderna,4108815
France,14-06-21,Oxford/AstraZeneca,5917611
France,14-06-21,Pfizer/BioNTech,34737611
France,15-06-21,Johnson&Johnson,466809
France,15-06-21,Moderna,4170438
France,15-06-21,Oxford/AstraZeneca,5999492
France,15-06-21,Pfizer/BioNTech,35271491
France,16-06-21,Johnson&Johnson,475537
France,16-06-21,Moderna,4221853
France,16-06-21,Oxford/AstraZeneca,6066331
France,16-06-21,Pfizer/BioNTech,35811996
France,17-06-21,Johnson&Johnson,486246
France,17-06-21,Moderna,4284388
France,17-06-21,Oxford/AstraZeneca,6169646
France,17-06-21,Pfizer/BioNTech,36321170
France,18-06-21,Johnson&Johnson,498502
France,18-06-21,Moderna,4359784
France,18-06-21,Oxford/AstraZeneca,6289317
France,18-06-21,Pfizer/BioNTech,36873541
France,19-06-21,Johnson&Johnson,503980
France,19-06-21,Moderna,4409087
France,19-06-21,Oxford/AstraZeneca,6329441
France,19-06-21,Pfizer/BioNTech,37275385
France,20-06-21,Johnson&Johnson,504591
France,20-06-21,Moderna,4421847
France,20-06-21,Oxford/AstraZeneca,6332905
France,20-06-21,Pfizer/BioNTech,37433350
France,21-06-21,Johnson&Johnson,509483
France,21-06-21,Moderna,4481888
France,21-06-21,Oxford/AstraZeneca,6372776
France,21-06-21,Pfizer/BioNTech,37922767
France,22-06-21,Johnson&Johnson,517190
France,22-06-21,Moderna,4559631
France,22-06-21,Oxford/AstraZeneca,6443692
France,22-06-21,Pfizer/BioNTech,38453757
France,23-06-21,Johnson&Johnson,524119
France,23-06-21,Moderna,4630826
France,23-06-21,Oxford/AstraZeneca,6495337
France,23-06-21,Pfizer/BioNTech,38994406
France,24-06-21,Johnson&Johnson,532604
France,24-06-21,Moderna,4709303
France,24-06-21,Oxford/AstraZeneca,6573715
France,24-06-21,Pfizer/BioNTech,39476986
France,25-06-21,Johnson&Johnson,542539
France,25-06-21,Moderna,4802889
France,25-06-21,Oxford/AstraZeneca,6664967
France,25-06-21,Pfizer/BioNTech,40028180
France,26-06-21,Johnson&Johnson,547183
France,26-06-21,Moderna,4878389
France,26-06-21,Oxford/AstraZeneca,6698654
France,26-06-21,Pfizer/BioNTech,40436799
France,27-06-21,Johnson&Johnson,547785
France,27-06-21,Moderna,4910236
France,27-06-21,Oxford/AstraZeneca,6702776
France,27-06-21,Pfizer/BioNTech,40611592
France,28-06-21,Johnson&Johnson,552357
France,28-06-21,Moderna,4977070
France,28-06-21,Oxford/AstraZeneca,6733717
France,28-06-21,Pfizer/BioNTech,41114480
France,29-06-21,Johnson&Johnson,559130
France,29-06-21,Moderna,5056582
France,29-06-21,Oxford/AstraZeneca,6790610
France,29-06-21,Pfizer/BioNTech,41656704
France,30-06-21,Johnson&Johnson,565558
France,30-06-21,Moderna,5130517
France,30-06-21,Oxford/AstraZeneca,6836430
France,30-06-21,Pfizer/BioNTech,42211220
France,01-07-21,Johnson&Johnson,573432
France,01-07-21,Moderna,5210424
France,01-07-21,Oxford/AstraZeneca,6903097
France,01-07-21,Pfizer/BioNTech,42730514
France,02-07-21,Johnson&Johnson,582623
France,02-07-21,Moderna,5296198
France,02-07-21,Oxford/AstraZeneca,6994731
France,02-07-21,Pfizer/BioNTech,43278281
France,03-07-21,Johnson&Johnson,587316
France,03-07-21,Moderna,5365196
France,03-07-21,Oxford/AstraZeneca,7026467
France,03-07-21,Pfizer/BioNTech,43680913
France,04-07-21,Johnson&Johnson,587889
France,04-07-21,Moderna,5390417
France,04-07-21,Oxford/AstraZeneca,7030824
France,04-07-21,Pfizer/BioNTech,43847695
France,05-07-21,Johnson&Johnson,592468
France,05-07-21,Moderna,5428547
France,05-07-21,Oxford/AstraZeneca,7065251
France,05-07-21,Pfizer/BioNTech,44350292
France,06-07-21,Johnson&Johnson,599937
France,06-07-21,Moderna,5478963
France,06-07-21,Oxford/AstraZeneca,7122179
France,06-07-21,Pfizer/BioNTech,44899893
France,07-07-21,Johnson&Johnson,606676
France,07-07-21,Moderna,5526557
France,07-07-21,Oxford/AstraZeneca,7166006
France,07-07-21,Pfizer/BioNTech,45445207
France,08-07-21,Johnson&Johnson,615644
France,08-07-21,Moderna,5586051
France,08-07-21,Oxford/AstraZeneca,7227775
France,08-07-21,Pfizer/BioNTech,45964343
France,09-07-21,Johnson&Johnson,625684
France,09-07-21,Moderna,5666885
France,09-07-21,Oxford/AstraZeneca,7297758
France,09-07-21,Pfizer/BioNTech,46532423
France,10-07-21,Johnson&Johnson,630135
France,10-07-21,Moderna,5713680
France,10-07-21,Oxford/AstraZeneca,7323362
France,10-07-21,Pfizer/BioNTech,46940045
France,11-07-21,Johnson&Johnson,630631
France,11-07-21,Moderna,5719612
France,11-07-21,Oxford/AstraZeneca,7326739
France,11-07-21,Pfizer/BioNTech,47099152
France,12-07-21,Johnson&Johnson,636241
France,12-07-21,Moderna,5769415
France,12-07-21,Oxford/AstraZeneca,7351190
France,12-07-21,Pfizer/BioNTech,47659672
France,13-07-21,Johnson&Johnson,650240
France,13-07-21,Moderna,5859343
France,13-07-21,Oxford/AstraZeneca,7387460
France,13-07-21,Pfizer/BioNTech,48327727
France,14-07-21,Johnson&Johnson,652296
France,14-07-21,Moderna,5869182
France,14-07-21,Oxford/AstraZeneca,7390244
France,14-07-21,Pfizer/BioNTech,48647123
France,15-07-21,Johnson&Johnson,670252
France,15-07-21,Moderna,5962823
France,15-07-21,Oxford/AstraZeneca,7422764
France,15-07-21,Pfizer/BioNTech,49344007
France,16-07-21,Johnson&Johnson,692756
France,16-07-21,Moderna,6082165
France,16-07-21,Oxford/AstraZeneca,7464058
France,16-07-21,Pfizer/BioNTech,50027471
France,17-07-21,Johnson&Johnson,702269
France,17-07-21,Moderna,6137223
France,17-07-21,Oxford/AstraZeneca,7478782
France,17-07-21,Pfizer/BioNTech,50522838
France,18-07-21,Johnson&Johnson,703528
France,18-07-21,Moderna,6148062
France,18-07-21,Oxford/AstraZeneca,7481592
France,18-07-21,Pfizer/BioNTech,50730868
France,19-07-21,Johnson&Johnson,716239
France,19-07-21,Moderna,6209212
France,19-07-21,Oxford/AstraZeneca,7500013
France,19-07-21,Pfizer/BioNTech,51342029
France,20-07-21,Johnson&Johnson,733305
France,20-07-21,Moderna,6305017
France,20-07-21,Oxford/AstraZeneca,7528899
France,20-07-21,Pfizer/BioNTech,52022175
France,21-07-21,Johnson&Johnson,748601
France,21-07-21,Moderna,6384433
France,21-07-21,Oxford/AstraZeneca,7550191
France,21-07-21,Pfizer/BioNTech,52702695
France,22-07-21,Johnson&Johnson,766528
France,22-07-21,Moderna,6480904
France,22-07-21,Oxford/AstraZeneca,7579727
France,22-07-21,Pfizer/BioNTech,53380035
France,23-07-21,Johnson&Johnson,786553
France,23-07-21,Moderna,6597373
France,23-07-21,Oxford/AstraZeneca,7612298
France,23-07-21,Pfizer/BioNTech,54064177
France,24-07-21,Johnson&Johnson,795540
France,24-07-21,Moderna,6654458
France,24-07-21,Oxford/AstraZeneca,7620075
France,24-07-21,Pfizer/BioNTech,54541514
France,25-07-21,Johnson&Johnson,796729
France,25-07-21,Moderna,6663603
France,25-07-21,Oxford/AstraZeneca,7621587
France,25-07-21,Pfizer/BioNTech,54728997
France,26-07-21,Johnson&Johnson,807318
France,26-07-21,Moderna,6721561
France,26-07-21,Oxford/AstraZeneca,7633123
France,26-07-21,Pfizer/BioNTech,55313155
France,27-07-21,Johnson&Johnson,821409
France,27-07-21,Moderna,6817625
France,27-07-21,Oxford/AstraZeneca,7651156
France,27-07-21,Pfizer/BioNTech,55960114
France,28-07-21,Johnson&Johnson,833668
France,28-07-21,Moderna,6898607
France,28-07-21,Oxford/AstraZeneca,7664145
France,28-07-21,Pfizer/BioNTech,56593395
France,29-07-21,Johnson&Johnson,847341
France,29-07-21,Moderna,6998746
France,29-07-21,Oxford/AstraZeneca,7681032
France,29-07-21,Pfizer/BioNTech,57220707
France,30-07-21,Johnson&Johnson,862384
France,30-07-21,Moderna,7109362
France,30-07-21,Oxford/AstraZeneca,7700173
France,30-07-21,Pfizer/BioNTech,57829512
France,31-07-21,Johnson&Johnson,868868
France,31-07-21,Moderna,7159269
France,31-07-21,Oxford/AstraZeneca,7704254
France,31-07-21,Pfizer/BioNTech,58234695
France,01-08-21,Johnson&Johnson,869581
France,01-08-21,Moderna,7166536
France,01-08-21,Oxford/AstraZeneca,7704781
France,01-08-21,Pfizer/BioNTech,58383319
France,02-08-21,Johnson&Johnson,876553
France,02-08-21,Moderna,7217114
France,02-08-21,Oxford/AstraZeneca,7710255
France,02-08-21,Pfizer/BioNTech,58872902
France,03-08-21,Johnson&Johnson,886272
France,03-08-21,Moderna,7299932
France,03-08-21,Oxford/AstraZeneca,7718248
France,03-08-21,Pfizer/BioNTech,59402310
France,04-08-21,Johnson&Johnson,894820
France,04-08-21,Moderna,7365823
France,04-08-21,Oxford/AstraZeneca,7723497
France,04-08-21,Pfizer/BioNTech,59903973
France,05-08-21,Johnson&Johnson,903496
France,05-08-21,Moderna,7449621
France,05-08-21,Oxford/AstraZeneca,7727594
France,05-08-21,Pfizer/BioNTech,60388619
Germany,27-12-20,Johnson&Johnson,0
Germany,27-12-20,Moderna,2
Germany,27-12-20,Oxford/AstraZeneca,0
Germany,27-12-20,Pfizer/BioNTech,24091
Germany,28-12-20,Johnson&Johnson,0
Germany,28-12-20,Moderna,2
Germany,28-12-20,Oxford/AstraZeneca,0
Germany,28-12-20,Pfizer/BioNTech,42088
Germany,29-12-20,Johnson&Johnson,0
Germany,29-12-20,Moderna,2
Germany,29-12-20,Oxford/AstraZeneca,1
Germany,29-12-20,Pfizer/BioNTech,92104
Germany,30-12-20,Johnson&Johnson,0
Germany,30-12-20,Moderna,2
Germany,30-12-20,Oxford/AstraZeneca,1
Germany,30-12-20,Pfizer/BioNTech,155598
Germany,31-12-20,Johnson&Johnson,0
Germany,31-12-20,Moderna,2
Germany,31-12-20,Oxford/AstraZeneca,1
Germany,31-12-20,Pfizer/BioNTech,205288
Germany,01-01-21,Johnson&Johnson,0
Germany,01-01-21,Moderna,7
Germany,01-01-21,Oxford/AstraZeneca,4
Germany,01-01-21,Pfizer/BioNTech,230634
Germany,02-01-21,Johnson&Johnson,0
Germany,02-01-21,Moderna,7
Germany,02-01-21,Oxford/AstraZeneca,4
Germany,02-01-21,Pfizer/BioNTech,278583
Germany,03-01-21,Johnson&Johnson,0
Germany,03-01-21,Moderna,8
Germany,03-01-21,Oxford/AstraZeneca,4
Germany,03-01-21,Pfizer/BioNTech,300994
Germany,04-01-21,Johnson&Johnson,0
Germany,04-01-21,Moderna,9
Germany,04-01-21,Oxford/AstraZeneca,4
Germany,04-01-21,Pfizer/BioNTech,346819
Germany,05-01-21,Johnson&Johnson,0
Germany,05-01-21,Moderna,10
Germany,05-01-21,Oxford/AstraZeneca,4
Germany,05-01-21,Pfizer/BioNTech,398786
Germany,06-01-21,Johnson&Johnson,0
Germany,06-01-21,Moderna,16
Germany,06-01-21,Oxford/AstraZeneca,7
Germany,06-01-21,Pfizer/BioNTech,461234
Germany,07-01-21,Johnson&Johnson,0
Germany,07-01-21,Moderna,19
Germany,07-01-21,Oxford/AstraZeneca,9
Germany,07-01-21,Pfizer/BioNTech,515191
Germany,08-01-21,Johnson&Johnson,0
Germany,08-01-21,Moderna,70
Germany,08-01-21,Oxford/AstraZeneca,10
Germany,08-01-21,Pfizer/BioNTech,576793
Germany,09-01-21,Johnson&Johnson,0
Germany,09-01-21,Moderna,73
Germany,09-01-21,Oxford/AstraZeneca,11
Germany,09-01-21,Pfizer/BioNTech,636758
Germany,10-01-21,Johnson&Johnson,0
Germany,10-01-21,Moderna,81
Germany,10-01-21,Oxford/AstraZeneca,11
Germany,10-01-21,Pfizer/BioNTech,672003
Germany,11-01-21,Johnson&Johnson,0
Germany,11-01-21,Moderna,94
Germany,11-01-21,Oxford/AstraZeneca,13
Germany,11-01-21,Pfizer/BioNTech,739485
Germany,12-01-21,Johnson&Johnson,0
Germany,12-01-21,Moderna,109
Germany,12-01-21,Oxford/AstraZeneca,14
Germany,12-01-21,Pfizer/BioNTech,817913
Germany,13-01-21,Johnson&Johnson,0
Germany,13-01-21,Moderna,1278
Germany,13-01-21,Oxford/AstraZeneca,14
Germany,13-01-21,Pfizer/BioNTech,927805
Germany,14-01-21,Johnson&Johnson,0
Germany,14-01-21,Moderna,6427
Germany,14-01-21,Oxford/AstraZeneca,14
Germany,14-01-21,Pfizer/BioNTech,1006085
Germany,15-01-21,Johnson&Johnson,0
Germany,15-01-21,Moderna,11693
Germany,15-01-21,Oxford/AstraZeneca,19
Germany,15-01-21,Pfizer/BioNTech,1091560
Germany,16-01-21,Johnson&Johnson,0
Germany,16-01-21,Moderna,13372
Germany,16-01-21,Oxford/AstraZeneca,20
Germany,16-01-21,Pfizer/BioNTech,1147237
Germany,17-01-21,Johnson&Johnson,1
Germany,17-01-21,Moderna,14633
Germany,17-01-21,Oxford/AstraZeneca,21
Germany,17-01-21,Pfizer/BioNTech,1193597
Germany,18-01-21,Johnson&Johnson,1
Germany,18-01-21,Moderna,18776
Germany,18-01-21,Oxford/AstraZeneca,22
Germany,18-01-21,Pfizer/BioNTech,1271361
Germany,19-01-21,Johnson&Johnson,1
Germany,19-01-21,Moderna,22443
Germany,19-01-21,Oxford/AstraZeneca,30
Germany,19-01-21,Pfizer/BioNTech,1386488
Germany,20-01-21,Johnson&Johnson,1
Germany,20-01-21,Moderna,25185
Germany,20-01-21,Oxford/AstraZeneca,33
Germany,20-01-21,Pfizer/BioNTech,1516144
Germany,21-01-21,Johnson&Johnson,1
Germany,21-01-21,Moderna,27925
Germany,21-01-21,Oxford/AstraZeneca,34
Germany,21-01-21,Pfizer/BioNTech,1618387
Germany,22-01-21,Johnson&Johnson,1
Germany,22-01-21,Moderna,30111
Germany,22-01-21,Oxford/AstraZeneca,42
Germany,22-01-21,Pfizer/BioNTech,1717817
Germany,23-01-21,Johnson&Johnson,1
Germany,23-01-21,Moderna,30465
Germany,23-01-21,Oxford/AstraZeneca,45
Germany,23-01-21,Pfizer/BioNTech,1804040
Germany,24-01-21,Johnson&Johnson,1
Germany,24-01-21,Moderna,30663
Germany,24-01-21,Oxford/AstraZeneca,49
Germany,24-01-21,Pfizer/BioNTech,1851136
Germany,25-01-21,Johnson&Johnson,1
Germany,25-01-21,Moderna,32079
Germany,25-01-21,Oxford/AstraZeneca,52
Germany,25-01-21,Pfizer/BioNTech,1940757
Germany,26-01-21,Johnson&Johnson,1
Germany,26-01-21,Moderna,33513
Germany,26-01-21,Oxford/AstraZeneca,59
Germany,26-01-21,Pfizer/BioNTech,2036852
Germany,27-01-21,Johnson&Johnson,2
Germany,27-01-21,Moderna,35299
Germany,27-01-21,Oxford/AstraZeneca,67
Germany,27-01-21,Pfizer/BioNTech,2144412
Germany,28-01-21,Johnson&Johnson,2
Germany,28-01-21,Moderna,36927
Germany,28-01-21,Oxford/AstraZeneca,70
Germany,28-01-21,Pfizer/BioNTech,2235229
Germany,29-01-21,Johnson&Johnson,2
Germany,29-01-21,Moderna,38407
Germany,29-01-21,Oxford/AstraZeneca,77
Germany,29-01-21,Pfizer/BioNTech,2341503
Germany,30-01-21,Johnson&Johnson,2
Germany,30-01-21,Moderna,39287
Germany,30-01-21,Oxford/AstraZeneca,79
Germany,30-01-21,Pfizer/BioNTech,2428625
Germany,31-01-21,Johnson&Johnson,2
Germany,31-01-21,Moderna,39663
Germany,31-01-21,Oxford/AstraZeneca,84
Germany,31-01-21,Pfizer/BioNTech,2485108
Germany,01-02-21,Johnson&Johnson,2
Germany,01-02-21,Moderna,41871
Germany,01-02-21,Oxford/AstraZeneca,135
Germany,01-02-21,Pfizer/BioNTech,2602373
Germany,02-02-21,Johnson&Johnson,2
Germany,02-02-21,Moderna,44933
Germany,02-02-21,Oxford/AstraZeneca,148
Germany,02-02-21,Pfizer/BioNTech,2731472
Germany,03-02-21,Johnson&Johnson,3
Germany,03-02-21,Moderna,51261
Germany,03-02-21,Oxford/AstraZeneca,174
Germany,03-02-21,Pfizer/BioNTech,2887048
Germany,04-02-21,Johnson&Johnson,3
Germany,04-02-21,Moderna,57093
Germany,04-02-21,Oxford/AstraZeneca,179
Germany,04-02-21,Pfizer/BioNTech,3015093
Germany,05-02-21,Johnson&Johnson,3
Germany,05-02-21,Moderna,63541
Germany,05-02-21,Oxford/AstraZeneca,187
Germany,05-02-21,Pfizer/BioNTech,3155455
Germany,06-02-21,Johnson&Johnson,3
Germany,06-02-21,Moderna,66167
Germany,06-02-21,Oxford/AstraZeneca,188
Germany,06-02-21,Pfizer/BioNTech,3246601
Germany,07-02-21,Johnson&Johnson,4
Germany,07-02-21,Moderna,68493
Germany,07-02-21,Oxford/AstraZeneca,190
Germany,07-02-21,Pfizer/BioNTech,3297583
Germany,08-02-21,Johnson&Johnson,5
Germany,08-02-21,Moderna,72316
Germany,08-02-21,Oxford/AstraZeneca,218
Germany,08-02-21,Pfizer/BioNTech,3402672
Germany,09-02-21,Johnson&Johnson,5
Germany,09-02-21,Moderna,75750
Germany,09-02-21,Oxford/AstraZeneca,331
Germany,09-02-21,Pfizer/BioNTech,3533143
Germany,10-02-21,Johnson&Johnson,5
Germany,10-02-21,Moderna,79985
Germany,10-02-21,Oxford/AstraZeneca,8667
Germany,10-02-21,Pfizer/BioNTech,3674990
Germany,11-02-21,Johnson&Johnson,7
Germany,11-02-21,Moderna,87252
Germany,11-02-21,Oxford/AstraZeneca,24984
Germany,11-02-21,Pfizer/BioNTech,3795160
Germany,12-02-21,Johnson&Johnson,10
Germany,12-02-21,Moderna,96550
Germany,12-02-21,Oxford/AstraZeneca,39206
Germany,12-02-21,Pfizer/BioNTech,3926739
Germany,13-02-21,Johnson&Johnson,11
Germany,13-02-21,Moderna,99807
Germany,13-02-21,Oxford/AstraZeneca,52553
Germany,13-02-21,Pfizer/BioNTech,4017514
Germany,14-02-21,Johnson&Johnson,12
Germany,14-02-21,Moderna,102281
Germany,14-02-21,Oxford/AstraZeneca,59796
Germany,14-02-21,Pfizer/BioNTech,4073001
Germany,15-02-21,Johnson&Johnson,13
Germany,15-02-21,Moderna,107547
Germany,15-02-21,Oxford/AstraZeneca,75252
Germany,15-02-21,Pfizer/BioNTech,4177596
Germany,16-02-21,Johnson&Johnson,14
Germany,16-02-21,Moderna,113699
Germany,16-02-21,Oxford/AstraZeneca,94843
Germany,16-02-21,Pfizer/BioNTech,4286020
Germany,17-02-21,Johnson&Johnson,15
Germany,17-02-21,Moderna,121697
Germany,17-02-21,Oxford/AstraZeneca,115597
Germany,17-02-21,Pfizer/BioNTech,4408029
Germany,18-02-21,Johnson&Johnson,16
Germany,18-02-21,Moderna,129920
Germany,18-02-21,Oxford/AstraZeneca,139440
Germany,18-02-21,Pfizer/BioNTech,4520224
Germany,19-02-21,Johnson&Johnson,17
Germany,19-02-21,Moderna,139881
Germany,19-02-21,Oxford/AstraZeneca,166859
Germany,19-02-21,Pfizer/BioNTech,4641212
Germany,20-02-21,Johnson&Johnson,18
Germany,20-02-21,Moderna,144345
Germany,20-02-21,Oxford/AstraZeneca,188080
Germany,20-02-21,Pfizer/BioNTech,4727597
Germany,21-02-21,Johnson&Johnson,19
Germany,21-02-21,Moderna,147986
Germany,21-02-21,Oxford/AstraZeneca,203729
Germany,21-02-21,Pfizer/BioNTech,4794105
Germany,22-02-21,Johnson&Johnson,20
Germany,22-02-21,Moderna,156979
Germany,22-02-21,Oxford/AstraZeneca,227344
Germany,22-02-21,Pfizer/BioNTech,4916819
Germany,23-02-21,Johnson&Johnson,21
Germany,23-02-21,Moderna,164188
Germany,23-02-21,Oxford/AstraZeneca,256190
Germany,23-02-21,Pfizer/BioNTech,5050414
Germany,24-02-21,Johnson&Johnson,22
Germany,24-02-21,Moderna,171798
Germany,24-02-21,Oxford/AstraZeneca,292840
Germany,24-02-21,Pfizer/BioNTech,5181827
Germany,25-02-21,Johnson&Johnson,22
Germany,25-02-21,Moderna,178557
Germany,25-02-21,Oxford/AstraZeneca,343690
Germany,25-02-21,Pfizer/BioNTech,5312950
Germany,26-02-21,Johnson&Johnson,22
Germany,26-02-21,Moderna,187390
Germany,26-02-21,Oxford/AstraZeneca,406487
Germany,26-02-21,Pfizer/BioNTech,5453773
Germany,27-02-21,Johnson&Johnson,22
Germany,27-02-21,Moderna,191472
Germany,27-02-21,Oxford/AstraZeneca,457470
Germany,27-02-21,Pfizer/BioNTech,5546428
Germany,28-02-21,Johnson&Johnson,23
Germany,28-02-21,Moderna,195427
Germany,28-02-21,Oxford/AstraZeneca,495072
Germany,28-02-21,Pfizer/BioNTech,5607705
Germany,01-03-21,Johnson&Johnson,23
Germany,01-03-21,Moderna,205050
Germany,01-03-21,Oxford/AstraZeneca,553404
Germany,01-03-21,Pfizer/BioNTech,5737987
Germany,02-03-21,Johnson&Johnson,23
Germany,02-03-21,Moderna,215045
Germany,02-03-21,Oxford/AstraZeneca,622223
Germany,02-03-21,Pfizer/BioNTech,5877979
Germany,03-03-21,Johnson&Johnson,23
Germany,03-03-21,Moderna,229994
Germany,03-03-21,Oxford/AstraZeneca,696570
Germany,03-03-21,Pfizer/BioNTech,6035001
Germany,04-03-21,Johnson&Johnson,23
Germany,04-03-21,Moderna,244461
Germany,04-03-21,Oxford/AstraZeneca,785690
Germany,04-03-21,Pfizer/BioNTech,6176089
Germany,05-03-21,Johnson&Johnson,24
Germany,05-03-21,Moderna,257826
Germany,05-03-21,Oxford/AstraZeneca,898676
Germany,05-03-21,Pfizer/BioNTech,6325579
Germany,06-03-21,Johnson&Johnson,24
Germany,06-03-21,Moderna,266266
Germany,06-03-21,Oxford/AstraZeneca,982698
Germany,06-03-21,Pfizer/BioNTech,6434803
Germany,07-03-21,Johnson&Johnson,24
Germany,07-03-21,Moderna,272920
Germany,07-03-21,Oxford/AstraZeneca,1043836
Germany,07-03-21,Pfizer/BioNTech,6514542
Germany,08-03-21,Johnson&Johnson,24
Germany,08-03-21,Moderna,283875
Germany,08-03-21,Oxford/AstraZeneca,1136426
Germany,08-03-21,Pfizer/BioNTech,6648448
Germany,09-03-21,Johnson&Johnson,24
Germany,09-03-21,Moderna,296658
Germany,09-03-21,Oxford/AstraZeneca,1235752
Germany,09-03-21,Pfizer/BioNTech,6788499
Germany,10-03-21,Johnson&Johnson,25
Germany,10-03-21,Moderna,308836
Germany,10-03-21,Oxford/AstraZeneca,1352818
Germany,10-03-21,Pfizer/BioNTech,6947582
Germany,11-03-21,Johnson&Johnson,25
Germany,11-03-21,Moderna,322554
Germany,11-03-21,Oxford/AstraZeneca,1475772
Germany,11-03-21,Pfizer/BioNTech,7095213
Germany,12-03-21,Johnson&Johnson,25
Germany,12-03-21,Moderna,339847
Germany,12-03-21,Oxford/AstraZeneca,1633374
Germany,12-03-21,Pfizer/BioNTech,7246798
Germany,13-03-21,Johnson&Johnson,25
Germany,13-03-21,Moderna,349416
Germany,13-03-21,Oxford/AstraZeneca,1748404
Germany,13-03-21,Pfizer/BioNTech,7362809
Germany,14-03-21,Johnson&Johnson,25
Germany,14-03-21,Moderna,354928
Germany,14-03-21,Oxford/AstraZeneca,1824893
Germany,14-03-21,Pfizer/BioNTech,7450873
Germany,15-03-21,Johnson&Johnson,25
Germany,15-03-21,Moderna,367665
Germany,15-03-21,Oxford/AstraZeneca,1907056
Germany,15-03-21,Pfizer/BioNTech,7603635
Germany,16-03-21,Johnson&Johnson,25
Germany,16-03-21,Moderna,378915
Germany,16-03-21,Oxford/AstraZeneca,1908071
Germany,16-03-21,Pfizer/BioNTech,7770274
Germany,17-03-21,Johnson&Johnson,25
Germany,17-03-21,Moderna,396906
Germany,17-03-21,Oxford/AstraZeneca,1908814
Germany,17-03-21,Pfizer/BioNTech,7956491
Germany,18-03-21,Johnson&Johnson,25
Germany,18-03-21,Moderna,415069
